Bit Width,Test Loss,Test Accuracy
6,8369.856191687435,95.73118463912223
7,8354.479071078396,95.75975770044003
32,8245.49598551581,95.70261157780445
5,8318.20682847971,95.66625392894561
3,10771.545970047137,94.79950471473474
4,8842.37143602922,95.44718544623298
16,8339.048373793396,96.0567673111725
8,8346.641982243778,96.0472425945328
