Bit Width,Test Loss,Test Accuracy
8,7249.368127133666,88.23684210526316
5,10497.757912002691,60.618421052631575
32,7262.116287872571,88.53947368421052
7,7304.4928655544245,88.18421052631578
4,10536.461903804491,25.473684210526315
16,7230.661753422072,88.57894736842105
6,7650.354574251575,85.11842105263158
3,10537.25521927521,25.0
