Bit Width,Test Loss,Test Accuracy
16,1.0130520016674007,0.8597689075630253
3,1.2149318943441916,0.816255252401368
6,1.0166975295223968,0.8559611344537815
8,1.011825613489672,0.8572566529282001
7,0.9921920686766468,0.8605567226890757
5,1.0214901066017377,0.853037465269826
4,0.9818983881914315,0.8504901961619112
32,0.9976800864145645,0.8740633756172758
