Bit Width,Test Loss,Test Accuracy
3,0.39202150654562357,0.9458552330895795
4,0.2660274697947268,0.9659344531064495
5,0.24855789592652025,0.968878542047532
6,0.2487138925101414,0.9685643281535649
7,0.2509006883084682,0.9682643967093236
8,0.2507027856453073,0.9687071526508226
16,0.24563694000950453,0.9693498628884827
32,0.21594205084149398,0.9760768967093236
